uf,data,preco_medio,desvio_padrao
PIAUI,2016-05-08,3.741,0.106
PIAUI,2016-05-15,3.741,0.112
PIAUI,2016-05-22,3.688,0.124
PIAUI,2016-05-29,3.691,0.124
PIAUI,2016-06-05,3.657,0.142
PIAUI,2016-06-12,3.671,0.14
PIAUI,2016-06-19,3.675,0.14
PIAUI,2016-06-26,3.664,0.14300000000000002
PIAUI,2016-07-03,3.609,0.154
PIAUI,2016-07-10,3.617,0.15
PIAUI,2016-07-17,3.593,0.14400000000000002
PIAUI,2016-07-24,3.588,0.14400000000000002
PIAUI,2016-07-31,3.588,0.133
PIAUI,2016-08-07,3.609,0.13
PIAUI,2016-08-14,3.592,0.134
PIAUI,2016-08-21,3.582,0.131
PIAUI,2016-08-28,3.58,0.139
PIAUI,2016-09-04,3.577,0.141
PIAUI,2016-09-11,3.583,0.139
PIAUI,2016-09-18,3.592,0.136
PIAUI,2016-09-25,3.574,0.14300000000000002
PIAUI,2016-10-02,3.569,0.146
PIAUI,2016-10-09,3.589,0.138
PIAUI,2016-10-16,3.573,0.14400000000000002
PIAUI,2016-10-23,3.579,0.135
PIAUI,2016-10-30,3.5780000000000003,0.134
PIAUI,2016-11-06,3.577,0.13699999999999998
PIAUI,2016-11-13,3.557,0.14400000000000002
PIAUI,2016-11-20,3.554,0.133
PIAUI,2016-11-27,3.5410000000000004,0.139
PIAUI,2016-12-04,3.665,0.133
PIAUI,2016-12-11,3.696,0.117
PIAUI,2016-12-18,3.668,0.122
PIAUI,2016-12-25,3.617,0.124
PIAUI,2017-01-01,3.642,0.115
PIAUI,2017-01-08,3.658,0.107
PIAUI,2017-01-15,3.623,0.122
PIAUI,2017-01-22,3.641,0.115
PIAUI,2017-01-29,3.651,0.11
PIAUI,2017-02-05,3.627,0.114
PIAUI,2017-02-12,3.618,0.118
PIAUI,2017-02-19,3.616,0.122
PIAUI,2017-02-26,3.611,0.116
PIAUI,2017-03-05,3.603,0.128
PIAUI,2017-03-12,3.572,0.141
PIAUI,2017-03-19,3.545,0.142
PIAUI,2017-03-26,3.554,0.13699999999999998
PIAUI,2017-04-02,3.536,0.128
PIAUI,2017-04-09,3.53,0.136
PIAUI,2017-04-16,3.528,0.13699999999999998
PIAUI,2017-04-23,3.531,0.136
PIAUI,2017-04-30,3.523,0.139
PIAUI,2017-05-07,3.513,0.147
PIAUI,2017-05-14,3.512,0.145
PIAUI,2017-05-21,3.504,0.142
PIAUI,2017-05-28,3.468,0.158
PIAUI,2017-06-04,3.4730000000000003,0.158
PIAUI,2017-06-11,3.475,0.154
PIAUI,2017-06-18,3.429,0.177
PIAUI,2017-06-25,3.425,0.17600000000000002
PIAUI,2017-07-02,3.417,0.17600000000000002
PIAUI,2017-07-09,3.34,0.217
PIAUI,2017-07-16,3.3080000000000003,0.183
PIAUI,2017-07-23,3.574,0.091
PIAUI,2017-07-30,3.611,0.146
PIAUI,2017-08-06,3.597,0.157
PIAUI,2017-08-13,3.593,0.141
PIAUI,2017-08-20,3.674,0.127
PIAUI,2017-08-27,3.691,0.114
PIAUI,2017-09-03,3.769,0.087
PIAUI,2017-09-10,3.766,0.092
PIAUI,2017-09-17,3.769,0.102
PIAUI,2017-09-24,3.76,0.102
PIAUI,2017-10-01,3.721,0.124
PIAUI,2017-10-08,3.698,0.133
PIAUI,2017-10-15,3.676,0.147
PIAUI,2017-10-22,3.709,0.133
PIAUI,2017-10-29,3.738,0.12
PIAUI,2017-11-05,3.868,0.083
PIAUI,2017-11-12,3.89,0.084
PIAUI,2017-11-19,3.888,0.112
PIAUI,2017-11-26,3.958,0.07
PIAUI,2017-12-03,3.911,0.097
PIAUI,2017-12-10,3.928,0.108
PIAUI,2017-12-17,3.944,0.093
PIAUI,2017-12-24,3.931,0.087
PIAUI,2017-12-31,4.0680000000000005,0.095
PIAUI,2018-01-07,4.089,0.07400000000000001
PIAUI,2018-01-14,4.085,0.095
PIAUI,2018-01-21,4.065,0.107
PIAUI,2018-01-28,4.075,0.14300000000000002
PIAUI,2018-02-04,4.131,0.131
PIAUI,2018-02-11,4.141,0.11
PIAUI,2018-02-18,4.128,0.123
PIAUI,2018-02-25,4.122,0.13
PIAUI,2018-03-04,4.141,0.125
PIAUI,2018-03-11,4.144,0.14300000000000002
PIAUI,2018-03-18,4.143,0.135
PIAUI,2018-03-25,4.1960000000000015,0.141
PIAUI,2018-04-01,4.213,0.124
PIAUI,2018-04-08,4.213,0.146
PIAUI,2018-04-15,4.216,0.154
PIAUI,2018-04-22,4.276,0.14400000000000002
PIAUI,2018-04-29,4.303,0.134
PIAUI,2018-05-06,4.284,0.16899999999999998
PIAUI,2018-05-13,4.325,0.16
PIAUI,2018-05-20,4.467,0.157
PIAUI,2018-05-27,4.583,0.115
PIAUI,2018-06-03,4.617,0.119
PIAUI,2018-06-10,4.555,0.151
PIAUI,2018-06-17,4.535,0.165
PIAUI,2018-06-24,4.476,0.194
PIAUI,2018-07-01,4.532,0.15
PIAUI,2018-07-08,4.538,0.145
PIAUI,2018-07-15,4.5310000000000015,0.15
PIAUI,2018-07-22,4.525,0.153
PIAUI,2018-07-29,4.473,0.18
PIAUI,2018-08-05,4.494,0.181
PIAUI,2018-08-12,4.468,0.174
PIAUI,2018-08-19,4.441,0.2
PIAUI,2018-08-26,4.462,0.172
PIAUI,2018-09-02,4.617,0.106
PIAUI,2018-09-09,4.646,0.134
PIAUI,2018-09-16,4.756,0.097
PIAUI,2018-09-23,4.782,0.09
PIAUI,2018-09-30,4.735,0.106
PIAUI,2018-10-07,4.745,0.125
PIAUI,2018-10-14,4.808,0.096
PIAUI,2018-10-21,4.792,0.115
PIAUI,2018-10-28,4.7410000000000005,0.138
PIAUI,2018-11-04,4.771,0.128
PIAUI,2018-11-11,4.6610000000000005,0.17
PIAUI,2018-11-18,4.627,0.156
PIAUI,2018-11-25,4.6160000000000005,0.16699999999999998
PIAUI,2018-12-02,4.538,0.16899999999999998
PIAUI,2018-12-09,4.48,0.184
PIAUI,2018-12-16,4.432,0.153
PIAUI,2018-12-23,4.445,0.14800000000000002
PIAUI,2018-12-30,4.426,0.142
PIAUI,2019-01-06,4.405,0.151
PIAUI,2019-01-13,4.385,0.156
PIAUI,2019-01-20,4.427,0.132
PIAUI,2019-01-27,4.332,0.172
PIAUI,2019-02-03,4.277,0.195
PIAUI,2019-02-10,4.267,0.181
PIAUI,2019-02-17,4.206,0.207
PIAUI,2019-02-24,4.2010000000000005,0.193
PIAUI,2019-03-03,4.225,0.179
PIAUI,2019-03-10,4.374,0.135
PIAUI,2019-03-17,4.5760000000000005,0.08
PIAUI,2019-03-24,4.593,0.068
PIAUI,2019-03-31,4.597,0.061
PIAUI,2019-04-07,4.735,0.112
PIAUI,2019-04-14,4.759,0.107
PIAUI,2019-04-21,4.787,0.062
PIAUI,2019-04-28,4.8439999999999985,0.183
PIAUI,2019-05-05,4.9510000000000005,0.1
PIAUI,2019-05-12,4.836,0.08199999999999999
PIAUI,2019-05-19,4.7810000000000015,0.092
PIAUI,2019-05-26,4.655,0.149
PIAUI,2019-06-02,4.627,0.165
PIAUI,2019-06-09,4.569,0.2
PIAUI,2019-06-16,4.559,0.168
PIAUI,2019-06-23,4.46,0.22
